,country,year,total_gdp,suicides_no,population,suicides_rate,gdp_per_capita
1973,Sri Lanka,1996,13897738375,4898,16654427,29.4096,834.48
1974,Sri Lanka,1997,15091913884,5887,16775409,35.093,899.65
1975,Sri Lanka,1998,15794972847,5518,16897691,32.6553,934.74
1976,Sri Lanka,1999,15656327860,5619,17020287,33.0135,919.86
1977,Sri Lanka,2000,16330814180,5252,17140342,30.6412,952.77
1978,Sri Lanka,2001,15749753805,4590,17266961,26.5826,912.13
1979,Sri Lanka,2002,16536535647,4382,17395955,25.1898,950.6
1980,Sri Lanka,2003,18881765437,4467,17524596,25.4899,1077.44
1981,Sri Lanka,2006,28267410543,4015,17891558,22.4408,1579.93
1982,Suriname,1985,873250000,80,322700,24.7908,2706.07
1983,Suriname,1986,891000000,42,326294,12.8718,2730.67
1984,Suriname,1987,979850000,52,332013,15.662,2951.24
1985,Suriname,1988,1160900000,49,339611,14.4283,3418.32
1986,Suriname,1989,542520000,53,347723,15.242,1560.21
1987,Suriname,1990,388300000,26,348700,7.4563,1113.56
1988,Suriname,1991,448300000,57,363079,15.6991,1234.72
1989,Suriname,1992,404600000,48,370194,12.9662,1092.94
1990,Suriname,1995,693970588,55,389414,14.1238,1782.09
1991,Suriname,1996,860630923,21,395805,5.3056,2174.38
1992,Suriname,1997,929607500,32,401814,7.9639,2313.53
1993,Suriname,1998,945000000,29,407606,7.1147,2318.42
1994,Suriname,1999,885444186,49,413303,11.8557,2142.36
1995,Suriname,2000,892164394,52,419001,12.4105,2129.27
1996,Suriname,2001,763465550,72,424515,16.9605,1798.44
1997,Suriname,2002,1078402128,69,430176,16.0399,2506.89
1998,Suriname,2003,1271196078,77,435946,17.6627,2915.95
1999,Suriname,2004,1484092538,67,441717,15.1681,3359.83
2000,Suriname,2005,1793754805,72,447445,16.0914,4008.88
2001,Suriname,2006,2626380435,112,453293,24.7081,5794.0
2002,Suriname,2007,2936612022,119,459086,25.9211,6396.65
2003,Suriname,2008,3532969035,147,464789,31.6273,7601.23
2004,Suriname,2009,3875409836,131,470448,27.8458,8237.7
2005,Suriname,2010,4368398048,136,476052,28.5683,9176.3
2006,Suriname,2011,4422276622,127,481521,26.3748,9183.97
2007,Suriname,2012,4980000000,133,486964,27.3121,10226.63
2008,Suriname,2013,5145757576,131,492359,26.6066,10451.23
2009,Suriname,2014,5240606061,128,497701,25.7183,10529.63
2010,Sweden,1987,180000000000,1541,7909000,19.4841,22758.88
2011,Sweden,1988,204000000000,1590,7930900,20.0482,25722.18
2012,Sweden,1989,215000000000,1579,7964800,19.8247,26993.77
2013,Sweden,1990,258000000000,1471,8005700,18.3744,32227.04
2014,Sweden,1991,270000000000,1483,8041100,18.4428,33577.5
2015,Sweden,1992,280000000000,1355,8073200,16.7839,34682.65
2016,Sweden,1993,210000000000,1373,8112500,16.9245,25885.98
2017,Sweden,1994,226000000000,1324,8174100,16.1975,27648.3
2018,Sweden,1995,264000000000,1348,8233000,16.3731,32066.08
2019,Sweden,1996,288000000000,1253,8274300,15.1433,34806.57
2020,Sweden,1997,264000000000,1201,8311300,14.4502,31763.98
2021,Sweden,1998,267000000000,1231,8346300,14.7491,31990.22
2022,Sweden,1999,271000000000,1220,8378013,14.5619,32346.57
2023,Sweden,2000,260000000000,1131,8409008,13.4499,30919.22
2024,Sweden,2001,240000000000,1197,8439317,14.1836,28438.32
2025,Sweden,2002,264000000000,1180,8465828,13.9384,31184.19
2026,Sweden,2003,331000000000,1112,8490539,13.0969,38984.57
2027,Sweden,2004,382000000000,1155,8514314,13.5654,44865.62
2028,Sweden,2005,389000000000,1219,8538624,14.2763,45557.69
2029,Sweden,2006,420000000000,1197,8576044,13.9575,48973.63
2030,Sweden,2007,488000000000,1126,8629159,13.0488,56552.44
2031,Sweden,2008,514000000000,1170,8688504,13.4661,59158.63
2032,Sweden,2009,430000000000,1242,8755922,14.1847,49109.62
2033,Sweden,2010,488000000000,1141,8823125,12.9319,55309.2
2034,Sweden,2011,563000000000,1112,8884644,12.516,63367.76
2035,Sweden,2012,544000000000,1154,8948909,12.8954,60789.53
2036,Sweden,2013,579000000000,1230,9024081,13.6302,64161.66
2037,Sweden,2014,574000000000,1148,9114524,12.5953,62976.41
2038,Sweden,2015,498000000000,1182,9114524,12.9683,54638.07
2039,Sweden,2016,514000000000,1130,8125852,13.9062,63254.91
2040,Switzerland,1995,343000000000,1419,6617500,21.4431,51832.26
2041,Switzerland,1996,330000000000,1432,6652200,21.5267,49607.65
2042,Switzerland,1997,287000000000,1341,6675200,20.0893,42994.97
2043,Switzerland,1998,295000000000,1371,6725167,20.3861,43865.08
2044,Switzerland,1999,290000000000,1296,6764328,19.1593,42871.96
2045,Switzerland,2000,272000000000,1380,6809589,20.2655,39943.67
2046,Switzerland,2001,279000000000,1338,6865842,19.4878,40635.95
2047,Switzerland,2002,301000000000,1446,6942010,20.8297,43359.2
2048,Switzerland,2003,353000000000,1269,6969293,18.2084,50650.76
2049,Switzerland,2004,394000000000,1284,7023166,18.2824,56100.06
2050,Switzerland,2005,409000000000,1299,7071991,18.3682,57833.78
2051,Switzerland,2006,431000000000,1309,7118477,18.3888,60546.66
2052,Switzerland,2007,480000000000,1360,7183595,18.932,66818.91
2053,Switzerland,2008,554000000000,1314,7274875,18.0622,76152.51
2054,Switzerland,2009,542000000000,1105,7364558,15.0043,73595.73
2055,Switzerland,2010,584000000000,1006,7439147,13.5231,78503.62
2056,Switzerland,2011,700000000000,1034,7518040,13.7536,93109.37
2057,Switzerland,2012,668000000000,1038,7595591,13.6658,87945.76
2058,Switzerland,2013,689000000000,1071,7681318,13.9429,89698.15
2059,Switzerland,2014,709000000000,1032,7809621,13.2145,90785.46
2060,Switzerland,2015,679000000000,1073,7892502,13.5952,86031.02
2061,Thailand,1985,38900692712,2982,46303443,6.4401,840.13
2062,Thailand,1986,43096746122,2798,47331465,5.9115,910.53
2063,Thailand,1987,50535438696,3035,48376410,6.2737,1044.63
2064,Thailand,1990,85343063966,3753,51228668,7.326,1665.92
2065,Thailand,1991,98234695722,3559,51947693,6.8511,1891.03
2066,Thailand,1992,111000000000,3550,52570440,6.7528,2111.45
2067,Thailand,1994,147000000000,2307,52691000,4.3784,2789.85
2068,Thailand,1995,169000000000,4245,54366057,7.8082,3108.56
2069,Thailand,1996,183000000000,4443,55070703,8.0678,3323.0
2070,Thailand,1997,150000000000,4150,55859088,7.4294,2685.33
2071,Thailand,1998,114000000000,4963,56691783,8.7544,2010.87
2072,Thailand,1999,127000000000,5276,57507860,9.1744,2208.39
2073,Thailand,2000,126000000000,5182,58262135,8.8943,2162.64
2074,Thailand,2002,134000000000,4902,58263389,8.4135,2299.9
2075,Thailand,2003,152000000000,4484,60158951,7.4536,2526.64
2076,Thailand,2004,173000000000,4296,60686373,7.079,2850.72
2077,Thailand,2005,189000000000,3937,61182665,6.4348,3089.11
2078,Thailand,2006,222000000000,3608,61636512,5.8537,3601.76
2079,Thailand,2007,263000000000,3754,58941621,6.369,4462.04
2080,Thailand,2008,291000000000,3778,59216773,6.3799,4914.15
2081,Thailand,2009,282000000000,3787,59483718,6.3664,4740.79
2082,Thailand,2010,341000000000,3761,59769764,6.2925,5705.23
2083,Thailand,2011,371000000000,3873,60261832,6.427,6156.47
2084,Thailand,2012,398000000000,3985,60382255,6.5996,6591.34
2085,Thailand,2013,420000000000,3961,60766487,6.5184,6911.7
2086,Thailand,2014,407000000000,3952,61139919,6.4639,6656.86
2087,Thailand,2015,401000000000,4205,61261276,6.864,6545.73
2088,Thailand,2016,412000000000,4117,53442001,7.7037,7709.29
2089,The Bahamas,1985,2320699900,1,203700,0.4909,11392.73
2090,The Bahamas,1987,2713999900,3,220900,1.3581,12286.1
2091,The Bahamas,1993,3092000000,7,243500,2.8747,12698.15
2092,The Bahamas,1994,3259000000,3,249300,1.2034,13072.6
2093,The Bahamas,1995,3429000000,2,254500,0.7859,13473.48
2094,The Bahamas,1996,3609000000,3,252438,1.1884,14296.58
2095,The Bahamas,1997,6332360000,2,255956,0.7814,24740.03
2096,The Bahamas,1998,6833220000,3,260125,1.1533,26268.99
2097,The Bahamas,1999,7683870000,6,264791,2.2659,29018.62
2098,The Bahamas,2000,8076470000,11,269738,4.078,29941.91
2099,The Bahamas,2001,8317830000,1,276140,0.3621,30121.79
2100,The Bahamas,2002,8881160000,3,282555,1.0617,31431.62
2101,The Bahamas,2003,8870090000,1,288888,0.3462,30704.25
2102,The Bahamas,2004,9055290000,2,295237,0.6774,30671.26
2103,The Bahamas,2005,9836200000,4,301763,1.3255,32595.78
2104,The Bahamas,2006,10167250000,2,308499,0.6483,32957.16
2105,The Bahamas,2007,10618340000,5,314989,1.5874,33710.19
2106,The Bahamas,2008,10526000000,4,321447,1.2444,32745.68
2107,The Bahamas,2009,9981960000,6,327813,1.8303,30450.17
2108,The Bahamas,2010,10095760000,10,333869,2.9952,30238.69
2109,The Bahamas,2011,10070450000,4,338383,1.1821,29760.51
2110,The Bahamas,2012,10720500000,5,343558,1.4554,31204.34
2111,The Bahamas,2013,10627600000,5,348959,1.4328,30455.15
2112,Trinidad and Tobago,1985,7375918367,29,1008000,2.877,7317.38
2113,Trinidad and Tobago,1986,4794444444,104,1061600,9.7965,4516.24
2114,Trinidad and Tobago,1987,4797777778,119,1078300,11.0359,4449.39
2115,Trinidad and Tobago,1988,4496852073,164,1095600,14.969,4104.47
2116,Trinidad and Tobago,1989,4323058824,173,1070000,16.1682,4040.24
2117,Trinidad and Tobago,1990,5068000000,170,1088500,15.6178,4655.95
2118,Trinidad and Tobago,1991,5307905882,148,1102000,13.4301,4816.61
2119,Trinidad and Tobago,1992,5439552941,163,1132600,14.3917,4802.71
2120,Trinidad and Tobago,1993,4669488516,174,1148300,15.1528,4066.44
2121,Trinidad and Tobago,1994,4947205860,148,1162900,12.7268,4254.2
2122,Trinidad and Tobago,1995,5329214163,184,1149173,16.0115,4637.43
2123,Trinidad and Tobago,1996,5759537726,146,1156185,12.6277,4981.5
2124,Trinidad and Tobago,1997,5737751332,160,1162267,13.7662,4936.69
2125,Trinidad and Tobago,1998,6043694330,171,1167924,14.6414,5174.73
2126,Trinidad and Tobago,1999,6808982521,139,1173276,11.8472,5803.39
2127,Trinidad and Tobago,2000,8154338233,166,1178363,14.0873,6920.06
2128,Trinidad and Tobago,2001,8824873259,179,1183354,15.1265,7457.51
2129,Trinidad and Tobago,2002,9008273721,156,1188800,13.1225,7577.62
2130,Trinidad and Tobago,2003,11305459802,144,1194458,12.0557,9464.93
2131,Trinidad and Tobago,2004,13280275123,168,1200116,13.9986,11065.83
2132,Trinidad and Tobago,2005,15982282462,136,1205471,11.2819,13258.12
2133,Trinidad and Tobago,2006,18369070085,141,1209301,11.6596,15189.82
2134,Trinidad and Tobago,2007,21642304046,131,1213988,10.7909,17827.44
2135,Trinidad and Tobago,2008,27870257894,199,1219336,16.3204,22856.91
2136,Trinidad and Tobago,2009,19175196446,128,1225097,10.4482,15651.98
2137,Trinidad and Tobago,2010,22157948396,160,1231002,12.9975,17999.93
2138,Trinidad and Tobago,2011,25433011405,139,1237186,11.2352,20557.14
2139,Turkey,2009,645000000000,1050,65962419,1.5918,9778.3
2140,Turkey,2010,772000000000,1524,66975131,2.2755,11526.67
2141,Turkey,2011,833000000000,1148,68034357,1.6874,12243.81
2142,Turkey,2012,874000000000,1450,68976439,2.1022,12670.99
2143,Turkey,2013,951000000000,1810,69880352,2.5901,13608.98
2144,Turkey,2014,934000000000,1617,70931420,2.2797,13167.65
2145,Turkey,2015,860000000000,1532,71880464,2.1313,11964.31
2146,Turkmenistan,1987,2331358820,272,2859100,9.5135,815.42
2147,Turkmenistan,1988,3010982414,270,2926300,9.2267,1028.94
2148,Turkmenistan,1989,3006988217,253,2999000,8.4361,1002.66
2149,Turkmenistan,1990,3189539641,298,3079800,9.676,1035.63
2150,Turkmenistan,1991,3208098919,273,3162500,8.6324,1014.42
2151,Turkmenistan,1992,3200539816,271,3252900,8.331,983.9
2152,Turkmenistan,1993,3179225949,240,3331100,7.2048,954.41
2153,Turkmenistan,1994,2561118608,234,3423100,6.8359,748.19
2154,Turkmenistan,1995,2482228440,244,3818200,6.3904,650.1
2155,Turkmenistan,1996,2379281768,283,3913000,7.2323,608.05
2156,Turkmenistan,1997,2450084970,333,4006400,8.3117,611.54
2157,Turkmenistan,1998,2605688065,405,4099200,9.88,635.66
2158,Turkmenistan,1999,2450686660,442,3958754,11.1651,619.06
2159,Turkmenistan,2000,2904662605,383,4026478,9.512,721.39
2160,Turkmenistan,2001,3534803922,445,4095981,10.8643,862.99
2161,Turkmenistan,2002,4461978499,416,4143692,10.0394,1076.81
2162,Turkmenistan,2003,5977560877,377,4177740,9.024,1430.81
2163,Turkmenistan,2004,6838351088,392,4211000,9.309,1623.93
2164,Turkmenistan,2005,8104355717,468,4252530,11.0052,1905.77
2165,Turkmenistan,2006,10277598152,506,4287650,11.8013,2397.02
2166,Turkmenistan,2007,12664165103,354,4342657,8.1517,2916.23
2167,Turkmenistan,2008,19271523179,484,4412135,10.9697,4367.85
2168,Turkmenistan,2009,20214385965,165,4484467,3.6794,4507.65
2169,Turkmenistan,2010,22583157895,178,4551185,3.9111,4962.04
2170,Turkmenistan,2011,29233333333,130,4626095,2.8101,6319.22
2171,Turkmenistan,2012,35164210526,138,4690058,2.9424,7497.61
2172,Turkmenistan,2013,39197543860,101,4748055,2.1272,8255.49
2173,Turkmenistan,2014,43524210526,136,4811227,2.8267,9046.38
2174,Turkmenistan,2015,35799628571,133,4886514,2.7218,7326.21
2175,Ukraine,1987,64087694038,10050,47374200,21.2141,1352.8
2176,Ukraine,1988,74703517903,9751,47549900,20.5069,1571.06
2177,Ukraine,1989,82709161099,10887,47761700,22.7944,1731.7
2178,Ukraine,1990,81456918679,10645,47971600,22.1902,1698.02
2179,Ukraine,1991,77464561150,10700,48200600,22.1989,1607.13
2180,Ukraine,1992,73942235330,11666,48487300,24.0599,1524.98
2181,Ukraine,1993,65648559903,12469,48680500,25.614,1348.56
2182,Ukraine,1994,52549555149,13826,48619000,28.4374,1080.84
2183,Ukraine,1995,48213868178,14541,48415300,30.0339,995.84
2184,Ukraine,1996,44558077827,15160,48174500,31.4689,924.93
2185,Ukraine,1997,50150399792,14903,47923000,31.0978,1046.48
2186,Ukraine,1998,41883241472,14789,47675400,31.0202,878.51
2187,Ukraine,1999,31580639045,14363,47415400,30.2918,666.04
2188,Ukraine,2000,31261527363,14467,47125400,30.6989,663.37
2189,Ukraine,2001,38009344577,13131,46805969,28.0541,812.06
2190,Ukraine,2002,42392896031,12536,46060017,27.2167,920.38
2191,Ukraine,2003,50132953288,12313,45697383,26.9447,1097.06
2192,Ukraine,2004,64883060726,11256,45322826,24.8352,1431.58
2193,Ukraine,2005,86142018069,10621,44939270,23.6341,1916.85
2194,Ukraine,2006,108000000000,10013,44560034,22.4708,2423.7
2195,Ukraine,2007,143000000000,10032,44198672,22.6975,3235.39
2196,Ukraine,2008,180000000000,9454,43856123,21.5569,4104.33
2197,Ukraine,2009,117000000000,9715,43557944,22.3036,2686.08
2198,Ukraine,2010,136000000000,9089,43296809,20.9923,3141.11
2199,Ukraine,2011,163000000000,8973,43074791,20.8312,3784.12
2200,Ukraine,2012,176000000000,9058,42915935,21.1064,4101.04
2201,Ukraine,2014,134000000000,7968,40464165,19.6915,3311.57
2202,Ukraine,2015,91030959455,7574,40345446,18.7729,2256.29
2203,United Arab Emirates,2005,181000000000,96,4280433,2.2428,42285.44
2204,United Arab Emirates,2006,222000000000,90,4923879,1.8278,45086.4
2205,United Arab Emirates,2007,258000000000,101,5695389,1.7734,45299.8
2206,United Arab Emirates,2008,315000000000,100,6510358,1.536,48384.44
2207,United Arab Emirates,2009,254000000000,124,7252480,1.7098,35022.5
2208,United Arab Emirates,2010,290000000000,111,7839736,1.4159,36991.04
2209,United Kingdom,1985,489000000000,5105,53006535,9.6309,9225.28
2210,United Kingdom,1986,601000000000,4839,53119533,9.1096,11314.11
2211,United Kingdom,1987,745000000000,4594,53239668,8.6289,13993.33
2212,United Kingdom,1988,910000000000,4971,53310780,9.3246,17069.72
2213,United Kingdom,1989,927000000000,4361,53425129,8.1628,17351.39
2214,United Kingdom,1990,1090000000000,4643,53557854,8.6691,20351.82
2215,United Kingdom,1991,1140000000000,4547,53903427,8.4355,21148.93
2216,United Kingdom,1992,1180000000000,4628,54076358,8.5583,21821.0
2217,United Kingdom,1993,1060000000000,4462,54283982,8.2197,19526.94
2218,United Kingdom,1994,1140000000000,4380,54497293,8.0371,20918.47
2219,United Kingdom,1995,1340000000000,4315,54746964,7.8817,24476.24
2220,United Kingdom,1996,1410000000000,4165,55012207,7.571,25630.68
2221,United Kingdom,1997,1550000000000,4143,55266635,7.4964,28045.85
2222,United Kingdom,1998,1640000000000,4389,55527379,7.9042,29534.98
2223,United Kingdom,1999,1670000000000,4448,55833339,7.9666,29910.44
2224,United Kingdom,2000,1650000000000,4290,56133909,7.6424,29394.0
2225,United Kingdom,2001,1620000000000,4128,55571993,7.4282,29151.37
2226,United Kingdom,2002,1770000000000,4117,55908944,7.3638,31658.62
2227,United Kingdom,2003,2040000000000,3979,56171771,7.0836,36317.17
2228,United Kingdom,2004,2400000000000,4183,56455011,7.4094,42511.73
2229,United Kingdom,2005,2520000000000,4047,56809024,7.1239,44359.15
2230,United Kingdom,2006,2690000000000,4122,57091129,7.22,47117.65
2231,United Kingdom,2007,3070000000000,3897,57382757,6.7912,53500.39
2232,United Kingdom,2008,2890000000000,4259,57683372,7.3834,50101.09
2233,United Kingdom,2009,2380000000000,4246,58013559,7.319,41024.89
2234,United Kingdom,2010,2440000000000,4188,58403529,7.1708,41778.3
2235,United Kingdom,2011,2620000000000,4393,58881852,7.4607,44495.88
2236,United Kingdom,2012,2660000000000,4444,59708630,7.4428,44549.67
2237,United Kingdom,2013,2740000000000,4824,60091793,8.0277,45596.91
2238,United Kingdom,2014,3020000000000,4788,60570482,7.9048,49859.27
2239,United Kingdom,2015,2890000000000,4910,61082942,8.0383,47312.72
2240,United States of America,1985,4350000000000,29446,220723000,13.3407,19707.96
2241,United States of America,1986,4590000000000,30892,222953000,13.8558,20587.3
2242,United States of America,1987,4870000000000,30783,225148000,13.6723,21630.22
2243,United States of America,1988,5250000000000,30388,227353000,13.366,23091.84
2244,United States of America,1989,5660000000000,30218,229487000,13.1676,24663.71
2245,United States of America,1990,5980000000000,30895,229952200,13.4354,26005.4
2246,United States of America,1991,6170000000000,30790,232955000,13.2171,26485.8
2247,United States of America,1992,6540000000000,30471,235565600,12.9353,27762.97
2248,United States of America,1993,6880000000000,31084,238092300,13.0554,28896.36
2249,United States of America,1994,7310000000000,31123,240614100,12.9348,30380.6
2250,United States of America,1995,7660000000000,31272,243164200,12.8604,31501.35
2251,United States of America,1996,8100000000000,30879,245997800,12.5526,32927.12
2252,United States of America,1997,8610000000000,30517,248486400,12.2812,34649.78
2253,United States of America,1998,9090000000000,30558,251332500,12.1584,36167.23
2254,United States of America,1999,9660000000000,29183,253748671,11.5007,38069.16
2255,United States of America,2000,10300000000000,29343,262246108,11.1891,39276.08
2256,United States of America,2001,10600000000000,30607,265427546,11.5312,39935.57
2257,United States of America,2002,11000000000000,31645,268759559,11.7745,40928.78
2258,United States of America,2003,11500000000000,31477,271041510,11.6134,42428.93
2259,United States of America,2004,12300000000000,32428,273584136,11.853,44958.75
2260,United States of America,2005,13100000000000,32629,276106680,11.8175,47445.43
2261,United States of America,2006,13900000000000,33292,278980848,11.9334,49824.21
2262,United States of America,2007,14500000000000,34596,280658606,12.3267,51664.19
2263,United States of America,2008,14700000000000,36030,282355565,12.7605,52062.02
2264,United States of America,2009,14400000000000,36900,285162662,12.94,50497.49
2265,United States of America,2010,15000000000000,38362,287839149,13.3276,52112.44
2266,United States of America,2011,15500000000000,39508,290313825,13.6087,53390.5
2267,United States of America,2012,16200000000000,40596,292827128,13.8635,55322.74
2268,United States of America,2013,16700000000000,41143,295322862,13.9315,56548.28
2269,United States of America,2014,17400000000000,42769,297749735,14.3641,58438.34
2270,United States of America,2015,18100000000000,44189,300078511,14.7258,60317.55
2271,Uruguay,1985,4732017873,287,2737400,10.4844,1728.65
2272,Uruguay,1986,5880112788,262,2757600,9.501,2132.33
2273,Uruguay,1987,7367494080,258,2778900,9.2842,2651.23
2274,Uruguay,1988,8213515459,268,2799600,9.5728,2933.82
2275,Uruguay,1989,8438951476,344,2820700,12.1956,2991.79
2276,Uruguay,1990,9298839655,315,2834000,11.115,3281.17
2277,Uruguay,1993,15002106518,418,2896228,14.4326,5179.88
2278,Uruguay,1994,17474647792,406,2920296,13.9027,5983.86
2279,Uruguay,1995,19297663097,427,2943816,14.505,6555.32
2280,Uruguay,1996,20515543039,393,2967278,13.2445,6913.93
2281,Uruguay,1997,23969823010,456,2991662,15.2424,8012.21
2282,Uruguay,1998,25385928198,521,3014887,17.2809,8420.19
2283,Uruguay,1999,23983945191,450,3034833,14.8278,7902.89
2284,Uruguay,2000,22823255802,555,3050169,18.1957,7482.62
2285,Uruguay,2001,20898788417,499,3061024,16.3017,6827.38
2286,Uruguay,2002,13606494599,675,3065257,22.021,4438.94
2287,Uruguay,2003,12045631093,535,3065772,17.4507,3929.07
2288,Uruguay,2004,13686329890,520,3066489,16.9575,4463.19
2289,Uruguay,2005,17362857684,498,3070178,16.2206,5655.33
2290,Uruguay,2006,19579457966,528,3077445,17.1571,6362.24
2291,Uruguay,2007,23410572634,576,3087957,18.6531,7581.25
2292,Uruguay,2008,30366213119,523,3100791,16.8667,9793.05
2293,Uruguay,2009,31660911277,511,3114306,16.4082,10166.28
2294,Uruguay,2010,40284481652,547,3127306,17.4911,12881.53
2295,Uruguay,2012,51264390116,599,3151939,19.0042,16264.4
2296,Uruguay,2013,57531233351,546,3164670,17.253,18179.22
2297,Uruguay,2014,57236013086,591,3177645,18.5987,18012.09
2298,Uruguay,2015,53274304222,630,3190795,19.7443,16696.25
2299,Uzbekistan,1990,13360607918,1459,17165700,8.4995,778.33
2300,Uzbekistan,1991,13677622222,1393,17347800,8.0298,788.44
2301,Uzbekistan,1992,12941297376,1344,18257000,7.3616,708.84
2302,Uzbekistan,1993,13099013836,1355,18509300,7.3206,707.7
2303,Uzbekistan,1994,12899156991,1419,19144700,7.412,673.77
2304,Uzbekistan,1995,13350468917,1485,19599000,7.5769,681.18
2305,Uzbekistan,1996,13948892216,1699,19854500,8.5573,702.56
2306,Uzbekistan,1997,14744603774,1554,20364300,7.631,724.04
2307,Uzbekistan,1998,14988971211,1620,20861200,7.7656,718.51
2308,Uzbekistan,1999,17078465982,1795,21329916,8.4154,800.68
2309,Uzbekistan,2000,13760374488,1919,21789067,8.8072,631.53
2310,Uzbekistan,2001,11401351420,1914,22231527,8.6094,512.85
2311,Uzbekistan,2002,9687951055,1576,22632256,6.9635,428.06
2312,Uzbekistan,2003,10128112401,1416,22982883,6.1611,440.68
2313,Uzbekistan,2004,12030023548,1251,23300841,5.3689,516.29
2314,Uzbekistan,2005,14307509839,1221,23600347,5.1737,606.24
2315,Uzbekistan,2009,33689223673,1399,25288102,5.5322,1332.22
2316,Uzbekistan,2010,39332770929,1464,25651783,5.7072,1533.33
2317,Uzbekistan,2011,45915191189,1640,25978049,6.313,1767.46
2318,Uzbekistan,2012,51821573338,1835,26381830,6.9555,1964.29
2319,Uzbekistan,2013,57690453461,1950,26838924,7.2656,2149.51
2320,Uzbekistan,2014,63067077179,2095,27313507,7.6702,2309.01
